Region,Country,Population,Facility Name,Facility Type,Number of Beds,Number of Doctors,Number of Nurses,Annual Patient Visits,Emergency Response Time (minutes), Funding Received (USD) ,Electricity Availability,Internet Availability,Patient Satisfaction Rate (%),Average Distance to Facility (km),Urban_Rural
Central Malawi,Malawi,8851,Central Facility 1751,Clinic,42,13,31,13311,22,"92,791",No,Yes,70.2,7.7,Urban
Eastern Rwanda,Rwanda,5943,Eastern Facility 1752,Health Center,45,14,21,17877,56,"176,983",No,No,81.5,7.5,Urban
Northern Ghana,Ghana,9100,Northern Facility 1753,Hospital,63,9,37,16663,13,"30,156",No,No,80.7,11.1,Urban
Northern Ghana,Ghana,4679,Northern Facility 1754,Clinic,94,11,10,16146,17,"193,741",No,Yes,86.8,9.6,Rural
Southern Zambia,Zambia,5479,Southern Facility 1755,Health Center,35,11,50,6826,58,"117,223",No,No,83.1,6,Urban
Eastern Nigeria,Nigeria,8926,Eastern Facility 1756,Hospital,34,12,30,17521,6,"54,291",Yes,Yes,71.3,18.5,Urban
Western Uganda,Uganda,1309,Western Facility 1757,Health Center,16,4,29,2977,47,"125,605",Yes,Yes,64.2,9.5,Rural
Western Uganda,Uganda,2600,Western Facility 1758,Hospital,50,8,18,4714,47,"83,897",No,Yes,91.4,9.7,Rural
Western Kenya,Kenya,1172,Western Facility 1759,Health Center,41,15,12,8262,8,"17,870",Yes,Yes,61.2,1.3,Rural
Dar es Salaam,Tanzania,5602,Dar Facility 1760,Health Center,47,18,19,2821,50,"147,720",Yes,No,78.9,5.3,Urban
Northern Ghana,Ghana,6180,Northern Facility 1761,Hospital,55,18,42,4483,59,"85,300",No,Yes,88.2,16.7,Urban
Central Malawi,Malawi,7589,Central Facility 1762,Hospital,93,8,19,5953,45,"108,205",No,No,74.3,17.9,Urban
Eastern Ethiopia,Ethiopia,4183,Eastern Facility 1763,Clinic,56,6,42,15945,34,"175,278",No,No,87.7,10.5,Rural
Northern Ghana,Ghana,4694,Northern Facility 1764,Hospital,95,7,43,5825,23,"75,574",Yes,No,67.8,17.1,Rural
Dar es Salaam,Tanzania,7806,Dar Facility 1765,Hospital,49,14,21,2818,57,"10,392",Yes,Yes,61.9,6.8,Urban
Central Malawi,Malawi,4503,Central Facility 1766,Clinic,46,3,24,6866,54,"61,384",No,Yes,62,11.7,Rural
Central Malawi,Malawi,1268,Central Facility 1767,Clinic,50,8,31,3534,21,"42,093",Yes,No,94.8,5.1,Rural
Dar es Salaam,Tanzania,4221,Dar Facility 1768,Health Center,16,17,14,2925,22,"145,501",No,Yes,66.5,11.5,Rural
Western Kenya,Kenya,944,Western Facility 1769,Clinic,84,5,29,3392,17,"103,421",No,No,73.8,10.7,Rural
Eastern Ethiopia,Ethiopia,2018,Eastern Facility 1770,Hospital,37,20,32,2458,37,"174,007",No,No,62.2,9.3,Rural
Southern Zambia,Zambia,9278,Southern Facility 1771,Health Center,33,17,41,8168,54,"25,366",No,Yes,86,6.1,Urban
Northern Ghana,Ghana,6050,Northern Facility 1772,Hospital,92,14,26,13203,43,"159,811",No,Yes,71.6,18.8,Urban
Dar es Salaam,Tanzania,6501,Dar Facility 1773,Hospital,57,1,20,9674,38,"12,393",No,Yes,67,8.5,Urban
Northern Ghana,Ghana,6813,Northern Facility 1774,Health Center,29,8,24,4146,18,"103,061",Yes,Yes,94.1,6.8,Urban
Northern Ghana,Ghana,989,Northern Facility 1775,Hospital,21,12,44,7703,40,"148,869",Yes,No,80.7,2.1,Rural
Dar es Salaam,Tanzania,671,Dar Facility 1776,Hospital,90,9,28,15303,26,"134,341",Yes,No,68.7,17.1,Rural
Eastern Nigeria,Nigeria,3693,Eastern Facility 1777,Hospital,76,15,40,16535,51,"111,744",No,No,77.7,9.7,Rural
Western Kenya,Kenya,4724,Western Facility 1778,Clinic,52,20,34,13745,37,"14,866",No,Yes,82.6,12.6,Rural
Eastern Nigeria,Nigeria,8585,Eastern Facility 1779,Hospital,68,15,27,15825,24,"31,781",No,Yes,94.6,18.2,Urban
Eastern Ethiopia,Ethiopia,9617,Eastern Facility 1780,Hospital,11,11,13,14312,14,"186,763",No,Yes,71.6,10.2,Urban
Southern Zambia,Zambia,7591,Southern Facility 1781,Clinic,34,8,9,9527,60,"110,613",Yes,No,93.9,12.2,Urban
Northern Ghana,Ghana,4578,Northern Facility 1782,Clinic,62,15,6,17283,5,"182,348",Yes,No,77.2,4,Rural
Western Uganda,Uganda,4680,Western Facility 1783,Clinic,81,6,28,13209,28,"76,388",No,No,77.7,1.5,Rural
Southern Zambia,Zambia,4822,Southern Facility 1784,Clinic,38,9,21,13895,46,"80,930",No,Yes,60.8,2.4,Rural
Southern Zambia,Zambia,7038,Southern Facility 1785,Health Center,53,18,36,4988,9,"101,878",No,No,61.9,1.9,Urban
Northern Ghana,Ghana,7174,Northern Facility 1786,Health Center,62,14,50,18160,49,"35,239",No,No,93.9,17.3,Urban
Central Malawi,Malawi,8242,Central Facility 1787,Clinic,77,3,11,9243,25,"24,985",Yes,No,78.2,19.7,Urban
Western Uganda,Uganda,6469,Western Facility 1788,Hospital,94,18,21,7212,13,"11,370",Yes,Yes,62.8,19.9,Urban
Central Malawi,Malawi,2514,Central Facility 1789,Clinic,29,11,9,18771,38,"155,125",Yes,Yes,63.3,16,Rural
Northern Ghana,Ghana,1878,Northern Facility 1790,Hospital,71,11,30,9910,21,"118,639",Yes,Yes,65.1,11.4,Rural
Central Senegal,Senegal,9528,Central Facility 1791,Clinic,63,2,31,5336,52,"139,015",Yes,Yes,87,9.2,Urban
Central Malawi,Malawi,874,Central Facility 1792,Clinic,35,12,13,7180,55,"40,085",Yes,No,61.1,16,Rural
Central Malawi,Malawi,838,Central Facility 1793,Clinic,51,9,34,19800,14,"182,277",No,No,91.3,7.6,Rural
Eastern Rwanda,Rwanda,7155,Eastern Facility 1794,Clinic,74,17,40,9282,15,"126,544",No,No,62.7,14.1,Urban
Western Kenya,Kenya,5092,Western Facility 1795,Hospital,66,11,36,14555,40,"82,069",No,No,74.2,9.7,Urban
Eastern Ethiopia,Ethiopia,2005,Eastern Facility 1796,Health Center,98,4,32,11078,29,"89,109",No,No,94.2,18.5,Rural
Southern Zambia,Zambia,5056,Southern Facility 1797,Health Center,60,12,12,17197,42,"76,045",Yes,Yes,92.5,10.5,Urban
Eastern Nigeria,Nigeria,3660,Eastern Facility 1798,Health Center,18,16,41,11322,17,"32,828",Yes,Yes,86.9,5.6,Rural
Dar es Salaam,Tanzania,827,Dar Facility 1799,Clinic,35,2,24,18474,58,"16,377",No,No,72.5,11.7,Rural
Eastern Ethiopia,Ethiopia,7951,Eastern Facility 1800,Clinic,64,1,36,10082,42,"171,561",Yes,No,73.8,16.3,Urban
Northern Ghana,Ghana,8039,Northern Facility 1801,Health Center,55,3,18,6867,9,"91,663",No,Yes,78.2,2.5,Urban
Dar es Salaam,Tanzania,2568,Dar Facility 1802,Hospital,16,20,21,17810,33,"130,161",No,No,63,3.4,Rural
Western Uganda,Uganda,2471,Western Facility 1803,Health Center,78,14,34,13968,23,"182,794",Yes,No,66.6,12.9,Rural
Western Uganda,Uganda,3940,Western Facility 1804,Hospital,41,15,7,5287,32,"195,177",Yes,No,73.1,10.8,Rural
Western Uganda,Uganda,4626,Western Facility 1805,Hospital,11,10,34,1381,30,"146,585",Yes,Yes,83.1,4.7,Rural
Dar es Salaam,Tanzania,9419,Dar Facility 1806,Clinic,77,2,12,7880,50,"54,003",No,No,78.5,4.2,Urban
Dar es Salaam,Tanzania,9434,Dar Facility 1807,Hospital,33,18,34,4745,51,"33,603",No,Yes,73.1,19.3,Urban
Northern Ghana,Ghana,4867,Northern Facility 1808,Clinic,94,6,26,6351,18,"146,861",No,No,71,11.3,Rural
Northern Ghana,Ghana,7110,Northern Facility 1809,Clinic,56,7,36,15127,54,"61,062",Yes,Yes,86.6,19.7,Urban
Central Senegal,Senegal,5665,Central Facility 1810,Hospital,47,13,19,18896,14,"183,155",No,Yes,73.6,12.3,Urban
Central Senegal,Senegal,1910,Central Facility 1811,Hospital,58,4,9,1763,55,"58,471",Yes,No,79.4,3.4,Rural
Western Kenya,Kenya,1356,Western Facility 1812,Clinic,90,3,19,7038,55,"107,344",Yes,Yes,78.2,17.7,Rural
Central Malawi,Malawi,7578,Central Facility 1813,Hospital,68,15,36,10588,9,"72,456",Yes,Yes,94.2,19,Urban
Western Kenya,Kenya,8114,Western Facility 1814,Hospital,31,6,32,1847,36,"26,561",Yes,No,74,19.4,Urban
Central Senegal,Senegal,9171,Central Facility 1815,Hospital,85,3,44,18001,21,"156,469",Yes,No,74.5,15.5,Urban
Western Uganda,Uganda,6655,Western Facility 1816,Hospital,32,12,14,17894,39,"121,688",Yes,Yes,72.8,17.3,Urban
Dar es Salaam,Tanzania,2993,Dar Facility 1817,Hospital,57,19,38,18764,7,"15,490",Yes,Yes,70.4,6.6,Rural
Dar es Salaam,Tanzania,3125,Dar Facility 1818,Health Center,97,20,31,18020,27,"66,098",Yes,No,82.7,8.7,Rural
Eastern Ethiopia,Ethiopia,2384,Eastern Facility 1819,Clinic,42,8,49,12794,58,"71,765",No,No,90.2,4.7,Rural
Eastern Rwanda,Rwanda,8588,Eastern Facility 1820,Clinic,55,1,43,15952,22,"102,159",No,Yes,78.1,16.2,Urban
Eastern Rwanda,Rwanda,5703,Eastern Facility 1821,Clinic,74,19,39,4646,42,"160,028",No,Yes,93,17,Urban
Central Senegal,Senegal,1704,Central Facility 1822,Clinic,43,7,25,2388,43,"140,545",Yes,Yes,74.4,14.3,Rural
Central Malawi,Malawi,4333,Central Facility 1823,Health Center,97,20,13,3105,56,"67,529",Yes,No,94.8,2.1,Rural
Southern Zambia,Zambia,2618,Southern Facility 1824,Health Center,44,1,13,16171,26,"19,380",No,No,86.6,7.3,Rural
Eastern Nigeria,Nigeria,8476,Eastern Facility 1825,Clinic,50,6,18,1770,49,"85,406",Yes,No,68.1,13.3,Urban
Eastern Rwanda,Rwanda,7357,Eastern Facility 1826,Health Center,40,13,41,13431,33,"116,939",Yes,Yes,72.1,18.1,Urban
Southern Zambia,Zambia,7390,Southern Facility 1827,Clinic,50,17,45,15223,37,"120,978",Yes,No,78.3,18.8,Urban
Northern Ghana,Ghana,3195,Northern Facility 1828,Clinic,59,16,17,12431,24,"144,582",Yes,Yes,61.5,7.1,Rural
Southern Zambia,Zambia,2953,Southern Facility 1829,Clinic,15,8,32,16807,38,"165,051",No,Yes,62.9,13.9,Rural
Eastern Rwanda,Rwanda,4093,Eastern Facility 1830,Health Center,96,18,31,19294,56,"18,797",No,Yes,89.4,17,Rural
Northern Ghana,Ghana,4641,Northern Facility 1831,Health Center,9,3,43,4857,49,"12,839",Yes,No,64.2,8.5,Rural
Central Malawi,Malawi,7376,Central Facility 1832,Health Center,40,8,49,11705,59,"79,443",Yes,No,81.1,5.2,Urban
Eastern Rwanda,Rwanda,8894,Eastern Facility 1833,Clinic,13,9,20,11783,47,"91,580",Yes,Yes,83.5,6.6,Urban
Western Uganda,Uganda,7361,Western Facility 1834,Hospital,29,5,47,15114,39,"165,307",No,No,89.8,18.1,Urban
Northern Ghana,Ghana,2572,Northern Facility 1835,Clinic,91,13,37,14116,27,"97,949",Yes,No,68.1,13.7,Rural
Eastern Rwanda,Rwanda,7949,Eastern Facility 1836,Health Center,11,5,5,14044,35,"77,587",No,Yes,87.9,3.9,Urban
Eastern Rwanda,Rwanda,8558,Eastern Facility 1837,Clinic,91,15,20,12673,5,"138,470",No,No,82.2,4.5,Urban
Western Kenya,Kenya,696,Western Facility 1838,Clinic,85,13,50,18670,27,"67,889",No,Yes,82.4,19,Rural
Central Malawi,Malawi,6151,Central Facility 1839,Hospital,39,16,23,9408,30,"166,486",No,Yes,78.1,4.1,Urban
Western Kenya,Kenya,6683,Western Facility 1840,Hospital,21,20,31,7729,26,"127,083",No,No,61.5,6.7,Urban
Southern Zambia,Zambia,6181,Southern Facility 1841,Hospital,72,18,19,16907,49,"53,114",Yes,No,78.1,15.8,Urban
Western Uganda,Uganda,6261,Western Facility 1842,Hospital,32,10,18,16619,37,"138,232",No,No,60.3,6.7,Urban
Eastern Nigeria,Nigeria,661,Eastern Facility 1843,Health Center,79,20,6,16342,57,"191,044",No,Yes,94.3,15.7,Rural
Dar es Salaam,Tanzania,2998,Dar Facility 1844,Hospital,14,14,17,11105,28,"125,944",Yes,No,92.2,17.1,Rural
Northern Ghana,Ghana,1944,Northern Facility 1845,Clinic,78,6,6,10490,7,"31,513",No,No,91.2,13.7,Rural
Eastern Rwanda,Rwanda,5373,Eastern Facility 1846,Clinic,42,16,37,5797,48,"134,685",Yes,Yes,61.4,7.4,Urban
Western Uganda,Uganda,4671,Western Facility 1847,Health Center,10,11,39,15545,39,"189,997",Yes,Yes,90.2,12.2,Rural
Dar es Salaam,Tanzania,5469,Dar Facility 1848,Health Center,41,15,33,12638,38,"23,739",No,Yes,83.4,18.7,Urban
Eastern Ethiopia,Ethiopia,6663,Eastern Facility 1849,Clinic,99,15,33,15814,54,"79,395",Yes,No,71.5,16.7,Urban
Northern Ghana,Ghana,6431,Northern Facility 1850,Hospital,62,20,18,19506,28,"118,865",Yes,Yes,89.4,5.2,Urban
Northern Ghana,Ghana,1195,Northern Facility 1851,Hospital,80,9,46,8548,60,"154,871",No,Yes,88.4,14.8,Rural
Eastern Ethiopia,Ethiopia,8133,Eastern Facility 1852,Health Center,44,10,43,14450,50,"75,426",No,Yes,69.4,2.9,Urban
Western Uganda,Uganda,7393,Western Facility 1853,Hospital,90,4,6,8470,27,"173,815",No,No,74.9,14.2,Urban
Western Kenya,Kenya,1089,Western Facility 1854,Health Center,7,17,18,16173,33,"18,829",Yes,No,88.3,6.8,Rural
Northern Ghana,Ghana,7442,Northern Facility 1855,Clinic,28,12,45,3420,35,"36,846",Yes,No,82.7,9.9,Urban
Northern Ghana,Ghana,671,Northern Facility 1856,Health Center,44,4,16,7931,57,"13,253",No,No,92.1,17.2,Rural
Central Malawi,Malawi,4330,Central Facility 1857,Clinic,29,13,39,5834,17,"30,310",Yes,No,76.1,2.7,Rural
Central Senegal,Senegal,4762,Central Facility 1858,Hospital,87,15,47,8268,54,"45,087",No,Yes,93.9,12.4,Rural
Southern Zambia,Zambia,8259,Southern Facility 1859,Health Center,10,16,10,3091,12,"175,281",Yes,No,81.5,18.8,Urban
Dar es Salaam,Tanzania,4539,Dar Facility 1860,Health Center,51,19,41,8679,30,"129,505",Yes,Yes,61.9,7.9,Rural
Dar es Salaam,Tanzania,9941,Dar Facility 1861,Hospital,81,6,16,17070,44,"160,167",Yes,No,81.8,2.4,Urban
Eastern Ethiopia,Ethiopia,3059,Eastern Facility 1862,Hospital,95,12,36,7512,33,"108,934",Yes,No,66.8,4.5,Rural
Southern Zambia,Zambia,2507,Southern Facility 1863,Clinic,56,14,26,15298,57,"72,386",No,Yes,79,9.6,Rural
Central Senegal,Senegal,2712,Central Facility 1864,Clinic,10,13,11,4025,23,"185,610",Yes,Yes,66.6,1.5,Rural
Western Kenya,Kenya,2491,Western Facility 1865,Health Center,62,10,43,9319,15,"125,316",Yes,Yes,80.7,13,Rural
Northern Ghana,Ghana,2906,Northern Facility 1866,Clinic,33,7,44,11874,12,"41,948",No,Yes,71.9,9.7,Rural
Eastern Ethiopia,Ethiopia,8561,Eastern Facility 1867,Clinic,59,13,12,6084,29,"199,633",Yes,No,79.8,8.7,Urban
Central Senegal,Senegal,7209,Central Facility 1868,Health Center,5,3,11,13622,40,"147,388",Yes,Yes,85.8,15.9,Urban
Dar es Salaam,Tanzania,4067,Dar Facility 1869,Hospital,33,19,17,6888,52,"127,995",Yes,No,88.8,15.3,Rural
Eastern Rwanda,Rwanda,8522,Eastern Facility 1870,Health Center,66,6,7,5689,15,"190,007",Yes,No,73.2,18.1,Urban
Northern Ghana,Ghana,7619,Northern Facility 1871,Clinic,79,17,26,15446,11,"157,696",No,Yes,81.5,17.9,Urban
Central Senegal,Senegal,7975,Central Facility 1872,Clinic,67,13,48,15275,14,"77,242",Yes,No,81.2,16.1,Urban
Central Senegal,Senegal,4712,Central Facility 1873,Health Center,41,13,32,5387,60,"190,438",Yes,No,71.6,4.7,Rural
Western Uganda,Uganda,9424,Western Facility 1874,Hospital,75,16,6,16637,31,"185,119",Yes,Yes,74,18.1,Urban
Dar es Salaam,Tanzania,9653,Dar Facility 1875,Hospital,47,13,28,4444,51,"88,631",Yes,No,91.4,1.8,Urban
Southern Zambia,Zambia,9299,Southern Facility 1876,Hospital,72,18,42,5444,56,"81,853",Yes,No,68.7,8.1,Urban
Central Senegal,Senegal,9786,Central Facility 1877,Hospital,18,15,5,4688,53,"77,990",No,No,68,18.6,Urban
Eastern Rwanda,Rwanda,5468,Eastern Facility 1878,Health Center,63,1,18,12959,19,"194,684",Yes,No,70.4,9.4,Urban
Eastern Nigeria,Nigeria,8664,Eastern Facility 1879,Clinic,28,12,45,3599,51,"165,122",Yes,Yes,77.6,8.3,Urban
Eastern Ethiopia,Ethiopia,1032,Eastern Facility 1880,Health Center,7,4,10,5170,11,"100,516",Yes,No,75.6,5.2,Rural
Dar es Salaam,Tanzania,3164,Dar Facility 1881,Hospital,60,19,11,17463,50,"164,977",No,Yes,94,2.8,Rural
Southern Zambia,Zambia,9612,Southern Facility 1882,Clinic,15,3,17,17590,8,"31,736",No,No,63.8,15.3,Urban
Eastern Ethiopia,Ethiopia,4945,Eastern Facility 1883,Health Center,81,12,23,1711,15,"159,920",No,No,88,13.9,Rural
Dar es Salaam,Tanzania,9301,Dar Facility 1884,Health Center,26,1,26,8138,59,"186,132",Yes,Yes,86.1,13,Urban
Western Uganda,Uganda,8292,Western Facility 1885,Hospital,5,18,34,2375,34,"165,422",No,Yes,74.6,19.4,Urban
Western Uganda,Uganda,9718,Western Facility 1886,Hospital,6,20,11,18562,33,"159,267",Yes,Yes,60.3,5.5,Urban
Eastern Ethiopia,Ethiopia,5184,Eastern Facility 1887,Health Center,34,20,30,1740,9,"21,636",No,Yes,74.7,12,Urban
Eastern Ethiopia,Ethiopia,1178,Eastern Facility 1888,Health Center,74,10,36,1269,8,"78,492",Yes,Yes,61.4,18.8,Rural
Eastern Rwanda,Rwanda,8265,Eastern Facility 1889,Hospital,27,8,24,14592,9,"60,016",Yes,Yes,69.1,19.6,Urban
Northern Ghana,Ghana,543,Northern Facility 1890,Health Center,57,15,39,2866,21,"102,341",Yes,No,93.9,6.7,Rural
Central Malawi,Malawi,3204,Central Facility 1891,Hospital,81,18,8,15437,35,"83,667",No,No,83.7,3,Rural
Eastern Rwanda,Rwanda,522,Eastern Facility 1892,Health Center,44,20,28,5635,56,"139,265",Yes,Yes,94,5.8,Rural
Eastern Nigeria,Nigeria,2392,Eastern Facility 1893,Health Center,92,15,47,4570,52,"190,579",Yes,No,69.4,1.2,Rural
Western Uganda,Uganda,1289,Western Facility 1894,Health Center,95,13,49,15421,28,"164,782",No,Yes,86.9,4.2,Rural
Central Senegal,Senegal,2705,Central Facility 1895,Hospital,41,19,20,4032,47,"10,729",No,Yes,74.3,3.4,Rural
Western Kenya,Kenya,7932,Western Facility 1896,Health Center,60,15,38,4192,49,"176,352",No,Yes,74.2,12.4,Urban
Eastern Rwanda,Rwanda,9792,Eastern Facility 1897,Clinic,13,11,49,16310,9,"61,401",No,Yes,90.8,13.2,Urban
Eastern Ethiopia,Ethiopia,9978,Eastern Facility 1898,Clinic,5,8,13,12794,14,"34,536",Yes,No,71,17.3,Urban
Western Kenya,Kenya,8135,Western Facility 1899,Clinic,55,20,34,1725,40,"73,310",Yes,Yes,78.5,14.7,Urban
Northern Ghana,Ghana,7138,Northern Facility 1900,Health Center,53,4,14,9580,60,"57,402",No,Yes,86,6.9,Urban
Northern Ghana,Ghana,9317,Northern Facility 1901,Health Center,40,2,13,6289,44,"90,122",No,Yes,84.7,3.9,Urban
Southern Zambia,Zambia,8397,Southern Facility 1902,Clinic,56,2,48,19042,52,"93,429",Yes,No,72.7,4.8,Urban
Western Kenya,Kenya,4724,Western Facility 1903,Clinic,46,14,44,15350,34,"140,355",No,No,67.8,19.7,Rural
Western Uganda,Uganda,7322,Western Facility 1904,Health Center,25,19,29,4729,50,"108,366",Yes,No,81.8,8.9,Urban
Southern Zambia,Zambia,5291,Southern Facility 1905,Hospital,66,9,5,9295,32,"141,818",No,Yes,74.5,3.7,Urban
Eastern Nigeria,Nigeria,6689,Eastern Facility 1906,Clinic,64,13,35,6472,24,"85,326",Yes,Yes,63,14.1,Urban
Dar es Salaam,Tanzania,6476,Dar Facility 1907,Clinic,76,14,25,10530,6,"43,187",Yes,Yes,81.8,2,Urban
Northern Ghana,Ghana,4229,Northern Facility 1908,Health Center,93,8,39,19981,59,"42,702",No,Yes,61.7,4.6,Rural
Southern Zambia,Zambia,3156,Southern Facility 1909,Clinic,69,15,36,10738,47,"142,977",Yes,No,85.4,7.1,Rural
Western Kenya,Kenya,934,Western Facility 1910,Health Center,96,15,32,13172,18,"171,738",No,Yes,69.6,15.6,Rural
Eastern Nigeria,Nigeria,3570,Eastern Facility 1911,Clinic,11,4,39,10978,39,"199,562",Yes,Yes,93.5,5,Rural
Western Kenya,Kenya,6910,Western Facility 1912,Clinic,44,13,7,9911,11,"171,468",No,Yes,83.5,5.4,Urban
Central Senegal,Senegal,3368,Central Facility 1913,Clinic,70,18,24,9576,23,"34,273",Yes,Yes,88.5,14.9,Rural
Central Senegal,Senegal,9717,Central Facility 1914,Health Center,85,19,30,13410,10,"166,398",No,No,68.5,14.3,Urban
Central Senegal,Senegal,3261,Central Facility 1915,Hospital,94,15,11,14741,14,"143,852",Yes,No,84,1.5,Rural
Eastern Nigeria,Nigeria,9743,Eastern Facility 1916,Clinic,21,4,19,18675,36,"94,697",Yes,Yes,91.9,5,Urban
Dar es Salaam,Tanzania,2038,Dar Facility 1917,Clinic,25,4,16,14072,58,"117,274",Yes,Yes,74.4,14.3,Rural
Central Malawi,Malawi,7138,Central Facility 1918,Health Center,81,20,11,16734,25,"176,280",No,No,77.3,6.7,Urban
Eastern Ethiopia,Ethiopia,7391,Eastern Facility 1919,Health Center,89,17,5,2293,37,"106,006",Yes,Yes,84.3,10.6,Urban
Northern Ghana,Ghana,1751,Northern Facility 1920,Health Center,75,5,12,14929,33,"166,042",Yes,No,62.9,18.6,Rural
Northern Ghana,Ghana,8907,Northern Facility 1921,Health Center,96,10,36,10542,30,"98,682",No,Yes,77.9,1.6,Urban
Eastern Rwanda,Rwanda,970,Eastern Facility 1922,Health Center,18,3,19,12880,38,"16,040",No,No,93.6,6.2,Rural
Central Senegal,Senegal,3804,Central Facility 1923,Hospital,6,20,36,8464,12,"74,928",No,Yes,77.4,3.2,Rural
Northern Ghana,Ghana,9205,Northern Facility 1924,Hospital,68,18,19,13815,56,"139,756",No,No,64.4,19.8,Urban
Dar es Salaam,Tanzania,8563,Dar Facility 1925,Clinic,98,14,47,15707,45,"121,508",No,No,61.3,18.4,Urban
Eastern Rwanda,Rwanda,2556,Eastern Facility 1926,Health Center,32,9,10,3867,38,"28,137",Yes,No,77.1,5.4,Rural
Eastern Nigeria,Nigeria,3503,Eastern Facility 1927,Hospital,63,1,20,8693,60,"89,496",No,No,88,7.8,Rural
Dar es Salaam,Tanzania,1095,Dar Facility 1928,Hospital,18,1,28,13919,33,"14,684",Yes,No,65.9,15,Rural
Eastern Nigeria,Nigeria,4418,Eastern Facility 1929,Hospital,39,20,45,14858,56,"126,426",No,Yes,61.7,17.4,Rural
Eastern Nigeria,Nigeria,599,Eastern Facility 1930,Health Center,17,4,34,1065,14,"183,135",Yes,No,94.7,11.1,Rural
Western Kenya,Kenya,9278,Western Facility 1931,Clinic,51,19,42,14140,24,"51,880",Yes,Yes,62.1,2.5,Urban
Central Senegal,Senegal,8043,Central Facility 1932,Clinic,47,8,11,16538,57,"198,360",No,No,77.7,19.2,Urban
Western Kenya,Kenya,4845,Western Facility 1933,Hospital,78,11,43,3706,32,"167,103",Yes,Yes,86.9,10.5,Rural
Central Senegal,Senegal,9757,Central Facility 1934,Health Center,45,4,46,1413,32,"112,353",No,No,91.5,3,Urban
Southern Zambia,Zambia,5578,Southern Facility 1935,Health Center,96,15,10,3422,47,"163,672",No,Yes,74.5,12.2,Urban
Eastern Nigeria,Nigeria,1080,Eastern Facility 1936,Hospital,83,10,9,5790,11,"123,318",Yes,No,89.4,10.7,Rural
Western Kenya,Kenya,5313,Western Facility 1937,Clinic,53,1,26,13611,49,"121,703",Yes,No,80.3,15.6,Urban
Eastern Rwanda,Rwanda,9816,Eastern Facility 1938,Hospital,94,9,7,18651,48,"13,955",Yes,Yes,86.7,7.9,Urban
Eastern Ethiopia,Ethiopia,3452,Eastern Facility 1939,Hospital,17,11,39,12459,10,"24,081",No,No,61.7,17.9,Rural
Western Uganda,Uganda,7136,Western Facility 1940,Health Center,63,13,37,11802,9,"146,676",No,Yes,88,10.1,Urban
Northern Ghana,Ghana,4589,Northern Facility 1941,Hospital,61,19,44,12243,49,"178,172",No,No,63.9,2.6,Rural
Eastern Rwanda,Rwanda,8556,Eastern Facility 1942,Clinic,31,17,9,15688,58,"101,373",No,No,76.6,15.9,Urban
Western Kenya,Kenya,2332,Western Facility 1943,Hospital,74,11,28,9946,10,"94,178",No,Yes,88.5,17,Rural
Eastern Ethiopia,Ethiopia,3497,Eastern Facility 1944,Clinic,15,13,43,4627,8,"150,770",No,Yes,61.4,9.3,Rural
Central Senegal,Senegal,2905,Central Facility 1945,Clinic,36,9,26,19594,54,"167,867",No,No,91.4,16.3,Rural
Eastern Ethiopia,Ethiopia,9495,Eastern Facility 1946,Clinic,38,6,20,19559,48,"83,622",Yes,Yes,92,5.4,Urban
Northern Ghana,Ghana,6222,Northern Facility 1947,Clinic,9,17,25,9874,46,"53,022",No,Yes,89.6,6.4,Urban
Southern Zambia,Zambia,9588,Southern Facility 1948,Health Center,79,13,22,1677,10,"50,827",Yes,Yes,91.2,2.9,Urban
Eastern Nigeria,Nigeria,2226,Eastern Facility 1949,Clinic,54,10,12,15582,19,"42,676",Yes,Yes,78.7,15.9,Rural
Southern Zambia,Zambia,9265,Southern Facility 1950,Health Center,24,3,28,16137,12,"159,111",Yes,Yes,69.6,5,Urban
Western Uganda,Uganda,4563,Western Facility 1951,Hospital,8,9,9,9809,51,"179,820",Yes,No,69.6,11.8,Rural
Central Malawi,Malawi,9922,Central Facility 1952,Health Center,45,4,48,10536,49,"86,343",Yes,No,66.2,18.4,Urban
